unique_id,category,model_used,backtest_mape,forecast_mean_per_period,forecast_std_per_period,lead_time_days,mean_lead_time_demand,std_lead_time_demand,unit_cost,current_stock,recommended_stock,expected_backorders,achieved_fill_rate,delta_vs_current
123,smooth,AutoARIMA,2.659639581590649,367.3080306153781,10.061755343700812,90.0,1086.085347199475,17.30176936382491,1.0,0.0,1141,0.6813247608882075,0.9527867347950129,1141.0
135,intermittent,AutoETS,54.25665470307158,51.177941774866426,101.77323160053348,90.0,151.3269736258884,175.00494897900262,1.0,0.0,503,9.455958941495783,0.9501457313888804,503.0
321,intermittent,TSB,45.32040165734892,7.977433816558398,8.216777476527243,90.0,23.588305330275343,14.12922337668926,1.0,0.0,50,0.5474315299307433,0.9504084167081384,50.0
456,smooth,AutoARIMA,3.062491333260464,166.81804416779752,4.022624894622067,90.0,493.2607466152534,6.9171358064777255,1.0,0.0,530,0.48129874156428926,0.9519120293327247,530.0
654,intermittent,AutoARIMA,66.99196263712393,11.260627344405275,13.637499913159427,90.0,33.296310833559744,23.450468644557688,1.0,0.0,79,0.9389798771596689,0.9521165392281381,79.0
789,smooth,AutoETS,33.440250812440766,103.05580620967623,28.13259574953491,90.0,304.723533761671,48.375623003882836,1.0,0.0,388,1.2234931470016819,0.9506172979609827,388.0
987,intermittent,CrostonOptimized,0.5116472648416104,76.08482670403421,121.67492044555483,90.0,224.97361489488554,209.22705223882176,1.0,0.0,640,10.030196477440121,0.9500159594636488,640.0
